adm2,group,phase,group_name,total_eligible
51700,4,1b,First responders,1075
51700,5,1c,Ppl w. significant comorbid cond.,19680
51700,6,1c,Ppl w. moderate comorbid cond.,43803
51700,7,1c,All older adults,22294
51700,8,U,Ppl in homeless shelters,753
51700,9,U,Incarcerated,1087
51700,10,U,Young adults,38379
51700,11,U,Children,41844
51700,12,U,Critical risk workers-2,13718
51710,0,1a,High risk workers,16702
51710,1,1a,Older adults,2093
51710,2,1b,Critical risk workers-1,12992
51710,3,1b,Teachers,7065
51710,4,1b,First responders,1940
51710,5,1c,Ppl w. significant comorbid cond.,26406
51710,6,1c,Ppl w. moderate comorbid cond.,58774
51710,7,1c,All older adults,25928
51710,8,U,Ppl in homeless shelters,1336
51710,9,U,Incarcerated,1520
51710,10,U,Young adults,71582
51710,11,U,Children,48799
51710,12,U,Critical risk workers-2,21335
51720,0,1a,High risk workers,336
51720,1,1a,Older adults,43
51720,2,1b,Critical risk workers-1,93
51720,3,1b,Teachers,100
51720,4,1b,First responders,67
51720,5,1c,Ppl w. significant comorbid cond.,439
51720,6,1c,Ppl w. moderate comorbid cond.,978
51720,7,1c,All older adults,689
51720,8,U,Ppl in homeless shelters,8
51720,9,U,Incarcerated,46
51720,10,U,Young adults,580
51720,11,U,Children,923
51720,12,U,Critical risk workers-2,600
51730,0,1a,High risk workers,3796
51730,1,1a,Older adults,455
51730,2,1b,Critical risk workers-1,1048
51730,3,1b,Teachers,837
51730,4,1b,First responders,173
51730,5,1c,Ppl w. significant comorbid cond.,4451
51730,6,1c,Ppl w. moderate comorbid cond.,9907
51730,7,1c,All older adults,5211
51730,8,U,Ppl in homeless shelters,270
51730,9,U,Incarcerated,628
51730,10,U,Young adults,5900
51730,11,U,Children,6801
51730,12,U,Critical risk workers-2,1780
51735,0,1a,High risk workers,337
51735,1,1a,Older adults,98
51735,2,1b,Critical risk workers-1,163
51735,3,1b,Teachers,302
51735,4,1b,First responders,142
51735,5,1c,Ppl w. significant comorbid cond.,1137
51735,6,1c,Ppl w. moderate comorbid cond.,2530
51735,7,1c,All older adults,2268
51735,9,U,Incarcerated,33
51735,10,U,Young adults,1513
51735,11,U,Children,2661
51735,12,U,Critical risk workers-2,381
51740,0,1a,High risk workers,6599
51740,1,1a,Older adults,917
51740,2,1b,Critical risk workers-1,4155
51740,3,1b,Teachers,2593
51740,4,1b,First responders,765
51740,5,1c,Ppl w. significant comorbid cond.,12058
51740,6,1c,Ppl w. moderate comorbid cond.,26839
51740,7,1c,All older adults,13553
51740,8,U,Ppl in homeless shelters,652
51740,9,U,Incarcerated,1508
51740,10,U,Young adults,17545
51740,11,U,Children,22410
51740,12,U,Critical risk workers-2,15941
51750,0,1a,High risk workers,283
51750,1,1a,Older adults,91
51750,2,1b,Critical risk workers-1,298
51750,3,1b,Teachers,442
51750,4,1b,First responders,59
51750,5,1c,Ppl w. significant comorbid cond.,1828
51750,6,1c,Ppl w. moderate comorbid cond.,4069
51750,7,1c,All older adults,1504
51750,8,U,Ppl in homeless shelters,52
51750,9,U,Incarcerated,137
51750,10,U,Young adults,9019
51750,11,U,Children,1862
51750,12,U,Critical risk workers-2,925
51760,0,1a,High risk workers,24098
51760,0,1a,High risk workers,148
51760,1,1a,Older adults,4046
51760,1,1a,Older adults,208
51760,2,1b,Critical risk workers-1,8545
51760,2,1b,Critical risk workers-1,226
51760,3,1b,Teachers,6641
51760,3,1b,Teachers,232
51760,4,1b,First responders,2422
51760,4,1b,First responders,109
51760,5,1c,Ppl w. significant comorbid cond.,23190
51760,5,1c,Ppl w. significant comorbid cond.,1076
51760,6,1c,Ppl w. moderate comorbid cond.,51616
51760,6,1c,Ppl w. moderate comorbid cond.,2395
51760,7,1c,All older adults,27831
51760,7,1c,All older adults,1846
51760,8,U,Ppl in homeless shelters,2068
51760,8,U,Ppl in homeless shelters,24
51760,9,U,Incarcerated,1802
51760,9,U,Incarcerated,109
51760,10,U,Young adults,55898
51760,10,U,Young adults,1176
51760,11,U,Children,40004
51760,11,U,Children,1497
51760,12,U,Critical risk workers-2,21706
51760,12,U,Critical risk workers-2,290
51770,0,1a,High risk workers,5546
51770,0,1a,High risk workers,4198
51770,1,1a,Older adults,2981
51770,1,1a,Older adults,1938
51770,2,1b,Critical risk workers-1,5998
51770,2,1b,Critical risk workers-1,3080
51770,3,1b,Teachers,2835
51770,3,1b,Teachers,2748
51770,4,1b,First responders,1065
51770,4,1b,First responders,348
51770,5,1c,Ppl w. significant comorbid cond.,11734
51770,5,1c,Ppl w. significant comorbid cond.,9805
51770,6,1c,Ppl w. moderate comorbid cond.,26117
51770,6,1c,Ppl w. moderate comorbid cond.,21825
51770,7,1c,All older adults,19088
51770,7,1c,All older adults,15805
51770,8,U,Ppl in homeless shelters,1236
51770,8,U,Ppl in homeless shelters,276
51770,9,U,Incarcerated,884
51770,9,U,Incarcerated,739
51770,10,U,Young adults,15951
51770,10,U,Young adults,12529
51770,11,U,Children,21860
51770,11,U,Children,19017
51770,12,U,Critical risk workers-2,10427
51770,12,U,Critical risk workers-2,5917
51775,0,1a,High risk workers,4038
51775,1,1a,Older adults,915
51775,2,1b,Critical risk workers-1,1061
51775,3,1b,Teachers,832
51775,4,1b,First responders,250
51775,5,1c,Ppl w. significant comorbid cond.,2856
51775,6,1c,Ppl w. moderate comorbid cond.,6358
51775,7,1c,All older adults,4731
51775,8,U,Ppl in homeless shelters,67
51775,9,U,Incarcerated,42
51775,10,U,Young adults,5083
51775,11,U,Children,4917
51775,12,U,Critical risk workers-2,2829
51790,0,1a,High risk workers,1735
51790,1,1a,Older adults,711
51790,2,1b,Critical risk workers-1,860
51790,3,1b,Teachers,666
51790,4,1b,First responders,104
51790,5,1c,Ppl w. significant comorbid cond.,2557
51790,6,1c,Ppl w. moderate comorbid cond.,5691
51790,7,1c,All older adults,5072
51790,8,U,Ppl in homeless shelters,93
51790,9,U,Incarcerated,847
51790,10,U,Young adults,3734
51790,11,U,Children,4674
51790,12,U,Critical risk workers-2,1809
51800,0,1a,High risk workers,4137
51800,1,1a,Older adults,890
51800,2,1b,Critical risk workers-1,5144
51800,3,1b,Teachers,2404
51800,4,1b,First responders,384
51800,5,1c,Ppl w. significant comorbid cond.,10296
51800,6,1c,Ppl w. moderate comorbid cond.,22918
51800,7,1c,All older adults,12250
51800,8,U,Ppl in homeless shelters,129
51800,9,U,Incarcerated,661
51800,10,U,Young adults,12686
51800,11,U,Children,21971
51800,12,U,Critical risk workers-2,5401
51810,0,1a,High risk workers,20838
51810,1,1a,Older adults,3833
51810,2,1b,Critical risk workers-1,13243
51810,3,1b,Teachers,12872
51810,4,1b,First responders,2965
51810,5,1c,Ppl w. significant comorbid cond.,43641
51810,6,1c,Ppl w. moderate comorbid cond.,97136
51810,7,1c,All older adults,59534
51810,8,U,Ppl in homeless shelters,1224
51810,9,U,Incarcerated,2139
51810,10,U,Young adults,82694
51810,11,U,Children,101052
51810,12,U,Critical risk workers-2,37195
51820,0,1a,High risk workers,489
51820,1,1a,Older adults,221
51820,2,1b,Critical risk workers-1,889
51820,3,1b,Teachers,574
51820,4,1b,First responders,94
51820,5,1c,Ppl w. significant comorbid cond.,2366
51820,6,1c,Ppl w. moderate comorbid cond.,5266
51820,7,1c,All older adults,4009
51820,8,U,Ppl in homeless shelters,71
51820,9,U,Incarcerated,43
51820,10,U,Young adults,3299
51820,11,U,Children,5103
51820,12,U,Critical risk workers-2,2266
51830,0,1a,High risk workers,668
51830,1,1a,Older adults,198
51830,2,1b,Critical risk workers-1,670
51830,3,1b,Teachers,387
51830,4,1b,First responders,79
51830,5,1c,Ppl w. significant comorbid cond.,1447
51830,6,1c,Ppl w. moderate comorbid cond.,3220
51830,7,1c,All older adults,2195
51830,8,U,Ppl in homeless shelters,2
51830,9,U,Incarcerated,48
51830,10,U,Young adults,6724
51830,11,U,Children,1617
51830,12,U,Critical risk workers-2,2746
51840,0,1a,High risk workers,3391
51840,1,1a,Older adults,380
51840,2,1b,Critical risk workers-1,1625
51840,3,1b,Teachers,756
51840,4,1b,First responders,136
51840,5,1c,Ppl w. significant comorbid cond.,2857
51840,6,1c,Ppl w. moderate comorbid cond.,6358
51840,7,1c,All older adults,4341
51840,8,U,Ppl in homeless shelters,112
51840,9,U,Incarcerated,147
51840,10,U,Young adults,5232
51840,11,U,Children,6368
51840,12,U,Critical risk workers-2,3704
53001,0,1a,High risk workers,409
53001,1,1a,Older adults,370
53001,2,1b,Critical risk workers-1,1766
53001,3,1b,Teachers,487
53001,4,1b,First responders,68
53001,5,1c,Ppl w. significant comorbid cond.,1630
53001,6,1c,Ppl w. moderate comorbid cond.,3629
53001,7,1c,All older adults,2103
53001,8,U,Ppl in homeless shelters,22
53001,9,U,Incarcerated,99
53001,10,U,Young adults,3173
53001,11,U,Children,6841
53001,12,U,Critical risk workers-2,1698
53003,0,1a,High risk workers,677
53003,1,1a,Older adults,209
53003,2,1b,Critical risk workers-1,514
53003,3,1b,Teachers,560
53003,4,1b,First responders,75
53003,5,1c,Ppl w. significant comorbid cond.,2388
53003,6,1c,Ppl w. moderate comorbid cond.,5316
53003,7,1c,All older adults,4950
53003,8,U,Ppl in homeless shelters,29
53003,9,U,Incarcerated,183
53003,10,U,Young adults,2797
53003,11,U,Children,4641
53003,12,U,Critical risk workers-2,1431
53005,0,1a,High risk workers,9807
53005,1,1a,Older adults,1935
53005,2,1b,Critical risk workers-1,8051
53005,3,1b,Teachers,5031
53005,4,1b,First responders,624
53005,5,1c,Ppl w. significant comorbid cond.,19120
53005,6,1c,Ppl w. moderate comorbid cond.,42558
53005,7,1c,All older adults,27443
53005,8,U,Ppl in homeless shelters,431
53005,9,U,Incarcerated,1372
53005,10,U,Young adults,29580
53005,11,U,Children,52052
53005,12,U,Critical risk workers-2,27269
53007,0,1a,High risk workers,6019
53007,1,1a,Older adults,1102
53007,2,1b,Critical risk workers-1,2800
53007,3,1b,Teachers,2085
53007,4,1b,First responders,245
53007,5,1c,Ppl w. significant comorbid cond.,7412
53007,6,1c,Ppl w. moderate comorbid cond.,16499
53007,7,1c,All older adults,13790
53007,8,U,Ppl in homeless shelters,213
53007,9,U,Incarcerated,541
53007,10,U,Young adults,10906
53007,11,U,Children,18122
53007,12,U,Critical risk workers-2,10065
53009,0,1a,High risk workers,2935
53009,1,1a,Older adults,829
53009,2,1b,Critical risk workers-1,2248
53009,3,1b,Teachers,1775
53009,4,1b,First responders,304
53009,5,1c,Ppl w. significant comorbid cond.,8236
53009,6,1c,Ppl w. moderate comorbid cond.,18331
53009,7,1c,All older adults,20891
53009,8,U,Ppl in homeless shelters,421
53009,9,U,Incarcerated,444
53009,10,U,Young adults,8919
53009,11,U,Children,12968
53009,12,U,Critical risk workers-2,4242
53011,0,1a,High risk workers,18070
53011,1,1a,Older adults,3508
53011,2,1b,Critical risk workers-1,15242
53011,3,1b,Teachers,12852
53011,4,1b,First responders,1320
53011,5,1c,Ppl w. significant comorbid cond.,41760
53011,6,1c,Ppl w. moderate comorbid cond.,92950
53011,7,1c,All older adults,67720
53011,8,U,Ppl in homeless shelters,1556
53011,9,U,Incarcerated,2751
53011,10,U,Young adults,68188
53011,11,U,Children,114644
53011,12,U,Critical risk workers-2,32280
53013,0,1a,High risk workers,69
53013,1,1a,Older adults,26
53013,2,1b,Critical risk workers-1,116
53013,3,1b,Teachers,95
53013,4,1b,First responders,18
53013,5,1c,Ppl w. significant comorbid cond.,449
53013,6,1c,Ppl w. moderate comorbid cond.,999
53013,7,1c,All older adults,1093
53013,8,U,Ppl in homeless shelters,29
53013,9,U,Incarcerated,19
53013,10,U,Young adults,344
53013,11,U,Children,786
53013,12,U,Critical risk workers-2,252
53015,0,1a,High risk workers,4052
53015,1,1a,Older adults,1115
53015,2,1b,Critical risk workers-1,4862
53015,3,1b,Teachers,2731
53015,4,1b,First responders,335
53015,5,1c,Ppl w. significant comorbid cond.,12201
53015,6,1c,Ppl w. moderate comorbid cond.,27158
53015,7,1c,All older adults,19408
53015,8,U,Ppl in homeless shelters,353
53015,9,U,Incarcerated,1011
53015,10,U,Young adults,14578
53015,11,U,Children,24114
53015,12,U,Critical risk workers-2,7698
53017,0,1a,High risk workers,1088
53017,1,1a,Older adults,609
53017,2,1b,Critical risk workers-1,847
53017,3,1b,Teachers,1097
53017,4,1b,First responders,164
53017,5,1c,Ppl w. significant comorbid cond.,3658
53017,6,1c,Ppl w. moderate comorbid cond.,8142
53017,7,1c,All older adults,6848
53017,8,U,Ppl in homeless shelters,32
53017,9,U,Incarcerated,240
53017,10,U,Young adults,5867
53017,11,U,Children,10852
53017,12,U,Critical risk workers-2,3946
53019,0,1a,High risk workers,159
53019,1,1a,Older adults,92
53019,2,1b,Critical risk workers-1,168
53019,3,1b,Teachers,243
53019,4,1b,First responders,35
53019,5,1c,Ppl w. significant comorbid cond.,863
53019,6,1c,Ppl w. moderate comorbid cond.,1921
53019,7,1c,All older adults,1833
53019,8,U,Ppl in homeless shelters,13
53019,9,U,Incarcerated,46
53019,10,U,Young adults,898
53019,11,U,Children,1353
53019,12,U,Critical risk workers-2,239
53021,0,1a,High risk workers,3133
53021,1,1a,Older adults,950
53021,2,1b,Critical risk workers-1,5456
53021,3,1b,Teachers,2402
53021,4,1b,First responders,258
53021,5,1c,Ppl w. significant comorbid cond.,7398
53021,6,1c,Ppl w. moderate comorbid cond.,16466
53021,7,1c,All older adults,7860
53021,8,U,Ppl in homeless shelters,250
53021,9,U,Incarcerated,548
53021,10,U,Young adults,15386
53021,11,U,Children,29917
53021,12,U,Critical risk workers-2,7197
53023,0,1a,High risk workers,15
53023,1,1a,Older adults,90
53023,2,1b,Critical risk workers-1,23
53023,3,1b,Teachers,56
53023,4,1b,First responders,15
53023,5,1c,Ppl w. significant comorbid cond.,254
53023,6,1c,Ppl w. moderate comorbid cond.,565
53023,7,1c,All older adults,484
53023,9,U,Incarcerated,17
53023,10,U,Young adults,192
53023,11,U,Children,529
53023,12,U,Critical risk workers-2,82
53025,0,1a,High risk workers,3690
53025,1,1a,Older adults,1221
53025,2,1b,Critical risk workers-1,4770
53025,3,1b,Teachers,3779
53025,4,1b,First responders,336
53025,5,1c,Ppl w. significant comorbid cond.,9054
53025,6,1c,Ppl w. moderate comorbid cond.,20153
53025,7,1c,All older adults,12526
53025,8,U,Ppl in homeless shelters,118
53025,9,U,Incarcerated,656
53025,10,U,Young adults,15927
53025,11,U,Children,28302
53025,12,U,Critical risk workers-2,11848
53027,0,1a,High risk workers,2666
53027,1,1a,Older adults,754
53027,2,1b,Critical risk workers-1,2677
53027,3,1b,Teachers,1894
53027,4,1b,First responders,279
53027,5,1c,Ppl w. significant comorbid cond.,8091
53027,6,1c,Ppl w. moderate comorbid cond.,18010
53027,7,1c,All older adults,14607
53027,8,U,Ppl in homeless shelters,183
53027,9,U,Incarcerated,607
53027,10,U,Young adults,9396
53027,11,U,Children,14957
53027,12,U,Critical risk workers-2,4416
53029,0,1a,High risk workers,1455
53029,1,1a,Older adults,507
53029,2,1b,Critical risk workers-1,1676
53029,3,1b,Teachers,2094
53029,4,1b,First responders,285
53029,5,1c,Ppl w. significant comorbid cond.,7837
53029,6,1c,Ppl w. moderate comorbid cond.,17443
53029,7,1c,All older adults,19138
53029,8,U,Ppl in homeless shelters,297
53029,9,U,Incarcerated,299
53029,10,U,Young adults,13381
53029,11,U,Children,15070
53029,12,U,Critical risk workers-2,4052
53031,0,1a,High risk workers,561
53031,1,1a,Older adults,449
53031,2,1b,Critical risk workers-1,1171
53031,3,1b,Teachers,807
53031,4,1b,First responders,138
53031,5,1c,Ppl w. significant comorbid cond.,2927
53031,6,1c,Ppl w. moderate comorbid cond.,6516
53031,7,1c,All older adults,10559
53031,8,U,Ppl in homeless shelters,100
53031,9,U,Incarcerated,136
53031,10,U,Young adults,2817
53031,11,U,Children,3926
53031,12,U,Critical risk workers-2,1879
53033,0,1a,High risk workers,125653
53033,1,1a,Older adults,12998
53033,2,1b,Critical risk workers-1,122192
53033,3,1b,Teachers,67438
53033,4,1b,First responders,8165
53033,5,1c,Ppl w. significant comorbid cond.,164070
53033,6,1c,Ppl w. moderate comorbid cond.,365187
53033,7,1c,All older adults,274609
53033,8,U,Ppl in homeless shelters,14286
53033,9,U,Incarcerated,8340
53033,10,U,Young adults,372919
53033,11,U,Children,445378
53033,12,U,Critical risk workers-2,245065
53035,0,1a,High risk workers,10889
53035,1,1a,Older adults,2312
53035,2,1b,Critical risk workers-1,7239
53035,3,1b,Teachers,6702
53035,4,1b,First responders,792
53035,5,1c,Ppl w. significant comorbid cond.,26007
53035,6,1c,Ppl w. moderate comorbid cond.,57887
53035,7,1c,All older adults,44246
53035,8,U,Ppl in homeless shelters,1020
53035,9,U,Incarcerated,1495
53035,10,U,Young adults,46232
53035,11,U,Children,54365
53035,12,U,Critical risk workers-2,30916
53037,0,1a,High risk workers,1614
53037,1,1a,Older adults,304
53037,2,1b,Critical risk workers-1,1531
53037,3,1b,Teachers,1213
53037,4,1b,First responders,198
53037,5,1c,Ppl w. significant comorbid cond.,3794
53037,6,1c,Ppl w. moderate comorbid cond.,8446
53037,7,1c,All older adults,6862
53037,8,U,Ppl in homeless shelters,92
53037,9,U,Incarcerated,286
53037,10,U,Young adults,12944
53037,11,U,Children,7810
53037,12,U,Critical risk workers-2,4042
53039,0,1a,High risk workers,338
53039,1,1a,Older adults,238
53039,2,1b,Critical risk workers-1,685
53039,3,1b,Teachers,693
53039,4,1b,First responders,97
53039,5,1c,Ppl w. significant comorbid cond.,2014
53039,6,1c,Ppl w. moderate comorbid cond.,4482
53039,7,1c,All older adults,4847
53039,8,U,Ppl in homeless shelters,82
53039,9,U,Incarcerated,140
53039,10,U,Young adults,2366
53039,11,U,Children,4223
53039,12,U,Critical risk workers-2,1563
53041,0,1a,High risk workers,3646
53041,1,1a,Older adults,899
53041,2,1b,Critical risk workers-1,3257
53041,3,1b,Teachers,2025
53041,4,1b,First responders,277
53041,5,1c,Ppl w. significant comorbid cond.,8038
53041,6,1c,Ppl w. moderate comorbid cond.,17891
53041,7,1c,All older adults,15686
53041,8,U,Ppl in homeless shelters,342
53041,9,U,Incarcerated,773
53041,10,U,Young adults,10441
53041,11,U,Children,16652
53041,12,U,Critical risk workers-2,5268
53043,0,1a,High risk workers,164
53043,1,1a,Older adults,65
53043,2,1b,Critical risk workers-1,327
53043,3,1b,Teachers,575
53043,4,1b,First responders,59
53043,5,1c,Ppl w. significant comorbid cond.,1133
53043,6,1c,Ppl w. moderate comorbid cond.,2522
53043,7,1c,All older adults,2628
53043,8,U,Ppl in homeless shelters,11
53043,9,U,Incarcerated,59
53043,10,U,Young adults,1022
53043,11,U,Children,2238
53043,12,U,Critical risk workers-2,514
53045,0,1a,High risk workers,2016
53045,1,1a,Older adults,971
53045,2,1b,Critical risk workers-1,1771
53045,3,1b,Teachers,1632
53045,4,1b,First responders,241
53045,5,1c,Ppl w. significant comorbid cond.,7318
53045,6,1c,Ppl w. moderate comorbid cond.,16289
53045,7,1c,All older adults,13868
53045,8,U,Ppl in homeless shelters,148
53045,9,U,Incarcerated,445
53045,10,U,Young adults,8014
53045,11,U,Children,12185
53045,12,U,Critical risk workers-2,2305
53047,0,1a,High risk workers,2095
53047,1,1a,Older adults,597
53047,2,1b,Critical risk workers-1,1547
53047,3,1b,Teachers,2009
53047,4,1b,First responders,225
53047,5,1c,Ppl w. significant comorbid cond.,4418
53047,6,1c,Ppl w. moderate comorbid cond.,9834
53047,7,1c,All older adults,8626
53047,8,U,Ppl in homeless shelters,107
53047,9,U,Incarcerated,365
53047,10,U,Young adults,5200
53047,11,U,Children,9564
53047,12,U,Critical risk workers-2,3594
53049,0,1a,High risk workers,621
53049,1,1a,Older adults,162
53049,2,1b,Critical risk workers-1,864
53049,3,1b,Teachers,534
53049,4,1b,First responders,105
53049,5,1c,Ppl w. significant comorbid cond.,2855
53049,6,1c,Ppl w. moderate comorbid cond.,6354
53049,7,1c,All older adults,6234
53049,8,U,Ppl in homeless shelters,74
53049,9,U,Incarcerated,192
53049,10,U,Young adults,2214
53049,11,U,Children,3608
53049,12,U,Critical risk workers-2,1253
53051,0,1a,High risk workers,261
53051,1,1a,Older adults,198
53051,2,1b,Critical risk workers-1,276
53051,3,1b,Teachers,345
53051,4,1b,First responders,72
53051,5,1c,Ppl w. significant comorbid cond.,1508
53051,6,1c,Ppl w. moderate comorbid cond.,3355
53051,7,1c,All older adults,3331
53051,8,U,Ppl in homeless shelters,10
53051,9,U,Incarcerated,67
53051,10,U,Young adults,1385
53051,11,U,Children,2600
53051,12,U,Critical risk workers-2,433
53053,0,1a,High risk workers,43484
53053,1,1a,Older adults,6195
53053,2,1b,Critical risk workers-1,36459
53053,3,1b,Teachers,23955
53053,4,1b,First responders,2882
53053,5,1c,Ppl w. significant comorbid cond.,81221
53053,6,1c,Ppl w. moderate comorbid cond.,180782
53053,7,1c,All older adults,113665
53053,8,U,Ppl in homeless shelters,3743
53053,9,U,Incarcerated,5216
53053,10,U,Young adults,148156
53053,11,U,Children,203938
53053,12,U,Critical risk workers-2,60443
53055,0,1a,High risk workers,229
53055,1,1a,Older adults,209
53055,2,1b,Critical risk workers-1,649
53055,3,1b,Teachers,608
53055,4,1b,First responders,77
53055,5,1c,Ppl w. significant comorbid cond.,1529
53055,6,1c,Ppl w. moderate comorbid cond.,3402
53055,7,1c,All older adults,5248
53055,8,U,Ppl in homeless shelters,30
53055,9,U,Incarcerated,16
53055,10,U,Young adults,1462
53055,11,U,Children,2232
53055,12,U,Critical risk workers-2,1485
53057,0,1a,High risk workers,5265
53057,1,1a,Older adults,2093
53057,2,1b,Critical risk workers-1,5997
53057,3,1b,Teachers,4028
53057,4,1b,First responders,402
53057,5,1c,Ppl w. significant comorbid cond.,11243
53057,6,1c,Ppl w. moderate comorbid cond.,25025
53057,7,1c,All older adults,24374
53057,8,U,Ppl in homeless shelters,822
53057,9,U,Incarcerated,799
53057,10,U,Young adults,17590
53057,11,U,Children,27526
53057,12,U,Critical risk workers-2,11833
53059,0,1a,High risk workers,143
53059,1,1a,Older adults,98
53059,2,1b,Critical risk workers-1,227
53059,3,1b,Teachers,291
53059,4,1b,First responders,57
53059,5,1c,Ppl w. significant comorbid cond.,1269
53059,6,1c,Ppl w. moderate comorbid cond.,2824
53059,7,1c,All older adults,2228
53059,8,U,Ppl in homeless shelters,13
53059,9,U,Incarcerated,87
53059,10,U,Young adults,1271
53059,11,U,Children,2245
53059,12,U,Critical risk workers-2,441
53061,0,1a,High risk workers,30617
53061,1,1a,Older adults,5224
53061,2,1b,Critical risk workers-1,21737
53061,3,1b,Teachers,20763
53061,4,1b,First responders,1950
53061,5,1c,Ppl w. significant comorbid cond.,75071
53061,6,1c,Ppl w. moderate comorbid cond.,167094
53061,7,1c,All older adults,99868
53061,8,U,Ppl in homeless shelters,3114
53061,9,U,Incarcerated,3711
53061,10,U,Young adults,119921
53061,11,U,Children,180294
53061,12,U,Critical risk workers-2,97478
53063,0,1a,High risk workers,33820
53063,1,1a,Older adults,4334
53063,2,1b,Critical risk workers-1,20346
53063,3,1b,Teachers,14562
53063,4,1b,First responders,2400
53063,5,1c,Ppl w. significant comorbid cond.,49637
53063,6,1c,Ppl w. moderate comorbid cond.,110482
53063,7,1c,All older adults,76680
53063,8,U,Ppl in homeless shelters,3551
53063,9,U,Incarcerated,3300
53063,10,U,Young adults,87461
53063,11,U,Children,111194
53063,12,U,Critical risk workers-2,39546
53065,0,1a,High risk workers,1417
53065,1,1a,Older adults,372
53065,2,1b,Critical risk workers-1,1311
53065,3,1b,Teachers,1283
53065,4,1b,First responders,143
53065,5,1c,Ppl w. significant comorbid cond.,4088
53065,6,1c,Ppl w. moderate comorbid cond.,9100
53065,7,1c,All older adults,9689
53065,8,U,Ppl in homeless shelters,124
53065,9,U,Incarcerated,210
53065,10,U,Young adults,5018
53065,11,U,Children,9663
53065,12,U,Critical risk workers-2,1580
53067,0,1a,High risk workers,11564
53067,1,1a,Older adults,2117
53067,2,1b,Critical risk workers-1,8553
53067,3,1b,Teachers,8120
53067,4,1b,First responders,1132
53067,5,1c,Ppl w. significant comorbid cond.,26102
53067,6,1c,Ppl w. moderate comorbid cond.,58097
53067,7,1c,All older adults,44614
53067,8,U,Ppl in homeless shelters,1278
53067,9,U,Incarcerated,1635
53067,10,U,Young adults,42677
53067,11,U,Children,59802
53067,12,U,Critical risk workers-2,19703
53069,0,1a,High risk workers,43
53069,1,1a,Older adults,201
53069,2,1b,Critical risk workers-1,99
53069,3,1b,Teachers,99
53069,4,1b,First responders,60
53069,5,1c,Ppl w. significant comorbid cond.,485
53069,6,1c,Ppl w. moderate comorbid cond.,1080
53069,7,1c,All older adults,1392
53069,8,U,Ppl in homeless shelters,4
53069,9,U,Incarcerated,18
53069,10,U,Young adults,390
53069,11,U,Children,701
53069,12,U,Critical risk workers-2,99
53071,0,1a,High risk workers,2564
53071,1,1a,Older adults,791
53071,2,1b,Critical risk workers-1,2766
53071,3,1b,Teachers,1739
53071,4,1b,First responders,196
53071,5,1c,Ppl w. significant comorbid cond.,5850
53071,6,1c,Ppl w. moderate comorbid cond.,13021
53071,7,1c,All older adults,10324
53071,8,U,Ppl in homeless shelters,241
53071,9,U,Incarcerated,299
53071,10,U,Young adults,11959
53071,11,U,Children,12884
53071,12,U,Critical risk workers-2,6352
53073,0,1a,High risk workers,8231
53073,1,1a,Older adults,2079
53073,2,1b,Critical risk workers-1,9650
53073,3,1b,Teachers,5981
53073,4,1b,First responders,709
53073,5,1c,Ppl w. significant comorbid cond.,18039
53073,6,1c,Ppl w. moderate comorbid cond.,40151
53073,7,1c,All older adults,35496
53073,8,U,Ppl in homeless shelters,903
53073,9,U,Incarcerated,1256
53073,10,U,Young adults,46162
53073,11,U,Children,42957
53073,12,U,Critical risk workers-2,21031
53075,0,1a,High risk workers,1901
53075,1,1a,Older adults,542
53075,2,1b,Critical risk workers-1,1441
53075,3,1b,Teachers,1236
53075,4,1b,First responders,144
53075,5,1c,Ppl w. significant comorbid cond.,3871
53075,6,1c,Ppl w. moderate comorbid cond.,8615
53075,7,1c,All older adults,4844
53075,8,U,Ppl in homeless shelters,119
53075,9,U,Incarcerated,145
53075,10,U,Young adults,21632
53075,11,U,Children,7316
53075,12,U,Critical risk workers-2,2783
53077,0,1a,High risk workers,12114
53077,1,1a,Older adults,3908
53077,2,1b,Critical risk workers-1,11046
53077,3,1b,Teachers,6724
53077,4,1b,First responders,955
53077,5,1c,Ppl w. significant comorbid cond.,24433
53077,6,1c,Ppl w. moderate comorbid cond.,54382
53077,7,1c,All older adults,32887
53077,8,U,Ppl in homeless shelters,1044
53077,9,U,Incarcerated,2265
53077,10,U,Young adults,41414
53077,11,U,Children,74426
53077,12,U,Critical risk workers-2,28651
54001,0,1a,High risk workers,550
54001,1,1a,Older adults,732
54001,2,1b,Critical risk workers-1,370
54001,3,1b,Teachers,352
54001,4,1b,First responders,191
54001,5,1c,Ppl w. significant comorbid cond.,2414
54001,6,1c,Ppl w. moderate comorbid cond.,5374
54001,7,1c,All older adults,3178
54001,8,U,Ppl in homeless shelters,3
54001,9,U,Incarcerated,68
54001,10,U,Young adults,2948
54001,11,U,Children,3370
54001,12,U,Critical risk workers-2,559
54003,0,1a,High risk workers,6095
54003,1,1a,Older adults,845
54003,2,1b,Critical risk workers-1,3198
54003,3,1b,Teachers,3324
54003,4,1b,First responders,295
54003,5,1c,Ppl w. significant comorbid cond.,13777
54003,6,1c,Ppl w. moderate comorbid cond.,30665
54003,7,1c,All older adults,15950
54003,8,U,Ppl in homeless shelters,405
54003,9,U,Incarcerated,465
54003,10,U,Young adults,16455
54003,11,U,Children,26964
54003,12,U,Critical risk workers-2,5729
54005,0,1a,High risk workers,682
